trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1365,False,"{'a': 0.001, 'e': 0.25563618439697783}",20,0,-48.98475740083933,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1366,False,"{'a': 0.001, 'e': 0.2553806759880777}",35,9,34.82712333701263,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
1367,False,"{'a': 0.001, 'e': 0.2551254229598748}",20,6,25.788456858598266,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.001, 'e': 0.25487042505711616}",30,14,16.00516373463647,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1369,False,"{'a': 0.001, 'e': 0.2546156820248037}",20,0,-104.15059477321299,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
1370,False,"{'a': 0.001, 'e': 0.25436119360819465}",20,0,-70.61763439627275,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
1371,False,"{'a': 0.001, 'e': 0.25410695955280027}",25,12,21.380304604901603,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.001, 'e': 0.2538529796043867}",30,6,36.45925561129356,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.001, 'e': 0.25359925350897383}",20,6,8.643693980928898,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1374,False,"{'a': 0.001, 'e': 0.25334578101283567}",20,0,-88.54065274441713,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
1375,False,"{'a': 0.001, 'e': 0.25309256186249957}",30,8,-2.7774610585798247,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
1376,False,"{'a': 0.001, 'e': 0.25283959580474646}",20,4,-81.80724897896067,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
1377,False,"{'a': 0.001, 'e': 0.2525868825866102}",20,0,-0.8278059788258165,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1378,False,"{'a': 0.001, 'e': 0.25233442195537764}",25,5,-23.796369509448144,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1379,False,"{'a': 0.001, 'e': 0.25208221365858796}",20,15,9.252859207627836,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.001, 'e': 0.25183025744403303}",30,5,38.149818305435836,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.001, 'e': 0.25157855305975646}",20,13,-9.201436837443328,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1382,False,"{'a': 0.001, 'e': 0.251327100254054}",25,0,13.280443885348237,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
1383,False,"{'a': 0.001, 'e': 0.25107589877547265}",25,17,15.626648651064377,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.001, 'e': 0.2508249483728111}",20,16,6.139733790720632,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.001, 'e': 0.25057424879511875}",25,11,23.38233704180735,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.001, 'e': 0.2503237997916961}",30,22,2.833507073921032,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1387,False,"{'a': 0.001, 'e': 0.2500736011120941}",20,8,-37.55754458620468,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1388,False,"{'a': 0.001, 'e': 0.24982365250611405}",25,12,-21.228256568248476,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
1389,False,"{'a': 0.001, 'e': 0.24957395372380728}",20,0,-44.64160954849931,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1390,False,"{'a': 0.001, 'e': 0.2493245045154751}",25,7,-15.873801474422429,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1391,False,"{'a': 0.001, 'e': 0.24907530463166816}",30,18,12.259689200529076,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1392,False,"{'a': 0.001, 'e': 0.24882635382318666}",20,14,-0.4964616099510588,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1393,False,"{'a': 0.001, 'e': 0.24857765184107966}",20,9,4.37042306442776,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1394,False,"{'a': 0.001, 'e': 0.24832919843664528}",25,0,19.979103244193613,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1395,False,"{'a': 0.001, 'e': 0.24808099336142997}",20,0,5.249918442844092,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1396,False,"{'a': 0.001, 'e': 0.24783303636722875}",20,6,14.388822776151825,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1397,False,"{'a': 0.001, 'e': 0.2475853272060845}",20,0,-54.577619759843174,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
1398,False,"{'a': 0.001, 'e': 0.24733786563028812}",25,7,19.32894423269473,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.001, 'e': 0.24709065139237796}",30,16,-15.273233481233316,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1400,False,"{'a': 0.001, 'e': 0.24684368424513983}",25,17,-24.305603616379287,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1401,False,"{'a': 0.001, 'e': 0.24659696394160643}",20,16,6.068686941440013,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.001, 'e': 0.24635049023505762}",25,10,4.629229480354394,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1403,False,"{'a': 0.001, 'e': 0.2461042628790195}",25,15,19.505041698046853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.001, 'e': 0.2458582816272648}",20,5,-30.894756441336483,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1405,False,"{'a': 0.001, 'e': 0.2456125462338122}",20,12,0.41344789824452444,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1406,False,"{'a': 0.001, 'e': 0.24536705645292634}",30,16,-6.3437646956813385,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1407,False,"{'a': 0.001, 'e': 0.24512181203911731}",20,2,14.895054542165152,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1408,False,"{'a': 0.001, 'e': 0.24487681274714082}",20,0,-15.23650343314297,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1409,False,"{'a': 0.001, 'e': 0.2446320583319975}",25,14,-34.236764858258624,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1410,False,"{'a': 0.001, 'e': 0.2443875485489328}",35,15,22.341565948947494,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1411,False,"{'a': 0.001, 'e': 0.2441432831534371}",20,15,10.477456019786015,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.001, 'e': 0.24389926190124483}",20,0,-15.510393735496027,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1413,False,"{'a': 0.001, 'e': 0.24365548454833486}",25,14,-3.0666305717373046,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1414,False,"{'a': 0.001, 'e': 0.24341195085092968}",20,0,15.590134740908875,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1415,False,"{'a': 0.001, 'e': 0.24316866056549566}",30,12,-11.992398418374242,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1416,False,"{'a': 0.001, 'e': 0.24292561344874244}",25,12,16.776424307583504,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.001, 'e': 0.24268280925762298}",20,1,-66.23239410191863,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
1418,False,"{'a': 0.001, 'e': 0.24244024774933293}",25,0,-28.787310722546565,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1419,False,"{'a': 0.001, 'e': 0.2421979286813109}",30,21,-9.123465935201526,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1420,False,"{'a': 0.001, 'e': 0.24195585181123766}",25,14,-23.70707098293383,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
1421,False,"{'a': 0.001, 'e': 0.24171401689703645}",20,8,-19.451433105985444,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1422,False,"{'a': 0.001, 'e': 0.24147242369687225}",25,13,23.603555502787305,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.001, 'e': 0.24123107196915192}",20,0,20.2708162038931,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1424,False,"{'a': 0.001, 'e': 0.24098996147252358}",20,0,29.740085642173817,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1425,False,"{'a': 0.001, 'e': 0.24074909196587688}",20,10,18.772686402933072,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.001, 'e': 0.24050846320834213}",25,17,2.3772985090567036,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1427,False,"{'a': 0.001, 'e': 0.2402680749592907}",20,9,-41.52888037371559,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
1428,False,"{'a': 0.001, 'e': 0.2400279269783342}",20,15,10.17738926781021,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.001, 'e': 0.2397880190253247}",30,23,0.25916357889895103,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1430,False,"{'a': 0.001, 'e': 0.2395483508603542}",20,2,21.186961861633876,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1431,False,"{'a': 0.001, 'e': 0.23930892224375455}",20,3,-31.03924563879609,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1432,False,"{'a': 0.001, 'e': 0.23906973293609704}",20,0,-10.553748957706635,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1433,False,"{'a': 0.001, 'e': 0.23883078269819244}",20,0,18.818407160797282,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1434,False,"{'a': 0.001, 'e': 0.2385920712910904}",25,0,-10.32394356481114,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1435,False,"{'a': 0.001, 'e': 0.23835359847607956}",20,12,14.678706577006656,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.001, 'e': 0.23811536401468703}",20,9,10.097562202482372,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1437,False,"{'a': 0.001, 'e': 0.2378773676686784}",20,14,10.91077860904842,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'a': 0.001, 'e': 0.2376396092000572}",20,13,10.421966854839486,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.001, 'e': 0.23740208837106508}",25,11,14.184404679921544,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1440,False,"{'a': 0.001, 'e': 0.23716480494418105}",25,11,19.42360110586126,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'a': 0.001, 'e': 0.23692775868212176}",20,0,-13.60201944712948,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1442,False,"{'a': 0.001, 'e': 0.23669094934784088}",25,8,29.590489000955085,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.001, 'e': 0.2364543767045291}",25,0,40.41341423264732,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1444,False,"{'a': 0.001, 'e': 0.23621804051561368}",30,10,-20.17201188443076,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1445,False,"{'a': 0.001, 'e': 0.23598194054475852}",20,6,11.439455132943912,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1446,False,"{'a': 0.001, 'e': 0.23574607655586352}",25,13,-4.684920582109176,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1447,False,"{'a': 0.001, 'e': 0.23551044831306475}",20,14,13.763522800179492,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'a': 0.001, 'e': 0.2352750555807339}",25,13,10.923389289891855,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1449,False,"{'a': 0.001, 'e': 0.23503989812347828}",20,5,-3.1730102255678774,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1450,False,"{'a': 0.001, 'e': 0.2348049757061403}",20,9,5.171019760204528,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1451,False,"{'a': 0.001, 'e': 0.23457028809379765}",20,8,-35.757328813415114,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1452,False,"{'a': 0.001, 'e': 0.23433583505176261}",20,13,6.972832757818052,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1453,False,"{'a': 0.001, 'e': 0.2341016163455822}",25,2,-32.603897662118314,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
1454,False,"{'a': 0.001, 'e': 0.23386763174103756}",20,9,-45.94411864054746,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
1455,False,"{'a': 0.001, 'e': 0.23363388100414423}",25,17,-8.505456412092714,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1456,False,"{'a': 0.001, 'e': 0.23340036390115132}",30,18,-28.960452282684436,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1457,False,"{'a': 0.001, 'e': 0.2331670801985418}",25,18,14.774307828996415,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1458,False,"{'a': 0.001, 'e': 0.23293402966303187}",25,12,-14.074643955895842,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1459,False,"{'a': 0.001, 'e': 0.23270121206157107}",30,20,1.6844327724603123,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1460,False,"{'a': 0.001, 'e': 0.23246862716134165}",25,7,32.476815884015075,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'a': 0.001, 'e': 0.23223627472975883}",30,18,28.672861631563823,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1462,False,"{'a': 0.001, 'e': 0.23200415453447004}",25,13,-3.5562555531487403,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1463,False,"{'a': 0.001, 'e': 0.23177226634335515}",35,18,31.53342890985302,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.001, 'e': 0.2315406099245259}",20,6,27.862280463160758,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1465,False,"{'a': 0.001, 'e': 0.23130918504632592}",25,17,15.273235953809756,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1466,False,"{'a': 0.001, 'e': 0.23107799147733019}",20,0,23.467504255576507,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1467,False,"{'a': 0.001, 'e': 0.23084702898634524}",20,5,3.2184621727803173,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1468,False,"{'a': 0.001, 'e': 0.2306162973424085}",20,5,-14.508050900180011,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1469,False,"{'a': 0.001, 'e': 0.23038579631478834}",25,6,-51.90781394218048,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
1470,False,"{'a': 0.001, 'e': 0.23015552567298364}",20,13,1.3643081646133735,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1471,False,"{'a': 0.001, 'e': 0.22992548518672384}",30,8,-4.61011194731827,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",1
1472,False,"{'a': 0.001, 'e': 0.22969567462596835}",20,14,10.974484141850537,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1473,False,"{'a': 0.001, 'e': 0.22946609376090668}",25,0,15.43257742885928,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1474,False,"{'a': 0.001, 'e': 0.22923674236195785}",20,4,8.476725573862744,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1475,False,"{'a': 0.001, 'e': 0.2290076201997705}",20,9,8.927310750074197,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
1476,False,"{'a': 0.001, 'e': 0.22877872704522242}",20,8,-55.02816156378813,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
1477,False,"{'a': 0.001, 'e': 0.2285500626694205}",20,6,19.518374979148422,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'a': 0.001, 'e': 0.22832162684370022}",25,11,14.698423602449491,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1479,False,"{'a': 0.001, 'e': 0.22809341933962587}",30,19,18.091678425875322,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1480,False,"{'a': 0.001, 'e': 0.22786543992898983}",25,16,17.341054244810373,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1481,False,"{'a': 0.001, 'e': 0.22763768838381274}",20,9,15.299270632333076,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1482,False,"{'a': 0.001, 'e': 0.22741016447634296}",25,12,11.20254579807894,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1483,False,"{'a': 0.001, 'e': 0.22718286797905665}",30,10,21.715506212335157,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1484,False,"{'a': 0.001, 'e': 0.22695579866465723}",30,22,2.303803533256551,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1485,False,"{'a': 0.001, 'e': 0.22672895630607542}",20,16,6.563729449839672,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1486,False,"{'a': 0.001, 'e': 0.22650234067646874}",30,15,-51.6210132405949,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
1487,False,"{'a': 0.001, 'e': 0.2262759515492217}",20,0,3.17134968948202,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1488,False,"{'a': 0.001, 'e': 0.22604978869794498}",20,13,5.43038529261879,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1489,False,"{'a': 0.001, 'e': 0.22582385189647586}",20,14,5.725411510795793,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'a': 0.001, 'e': 0.22559814091887742}",25,16,18.34224347837343,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1491,False,"{'a': 0.001, 'e': 0.22537265553943872}",20,0,-71.54515040062921,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",1
1492,False,"{'a': 0.001, 'e': 0.22514739553267432}",20,0,-59.5615004185944,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
1493,False,"{'a': 0.001, 'e': 0.22492236067332425}",30,22,14.896880792317607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.001, 'e': 0.22469755073635353}",25,0,-16.274047272174172,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1495,False,"{'a': 0.001, 'e': 0.22447296549695234}",25,13,9.115362410226867,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1496,False,"{'a': 0.001, 'e': 0.22424860473053532}",20,13,1.7112172773059184,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1497,False,"{'a': 0.001, 'e': 0.22402446821274175}",20,12,9.157506318206654,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'a': 0.001, 'e': 0.223800555719435}",25,11,11.22994452252841,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1499,False,"{'a': 0.001, 'e': 0.22357686702670268}",25,14,21.697066309297597,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1500,False,"{'a': 0.001, 'e': 0.22335340191085598}",20,0,8.296115489366146,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1501,False,"{'a': 0.001, 'e': 0.22313016014842982}",20,2,-19.17551204840648,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 0}",1
1502,False,"{'a': 0.001, 'e': 0.22290714151618238}",20,8,7.236582231526332,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1503,False,"{'a': 0.001, 'e': 0.22268434579109508}",30,11,24.203406435675006,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1504,False,"{'a': 0.001, 'e': 0.22246177275037207}",20,5,22.93643008446049,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1505,False,"{'a': 0.001, 'e': 0.2222394221714404}",30,13,26.97491084493808,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1506,False,"{'a': 0.001, 'e': 0.22201729383194937}",20,15,10.783188768678874,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1507,False,"{'a': 0.001, 'e': 0.22179538750977074}",25,4,-14.847690660133118,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
1508,False,"{'a': 0.001, 'e': 0.22157370298299803}",35,15,14.391236410656534,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1509,False,"{'a': 0.001, 'e': 0.22135224002994683}",20,8,14.424196116070679,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1510,False,"{'a': 0.001, 'e': 0.22113099842915407}",20,3,-34.995472201073106,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
1511,False,"{'a': 0.001, 'e': 0.2209099779593782}",20,9,-55.94632384187439,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
1512,False,"{'a': 0.001, 'e': 0.22068917839959865}",25,7,13.197640459642681,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1513,False,"{'a': 0.001, 'e': 0.22046859952901593}",30,9,32.29836652658083,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1514,False,"{'a': 0.001, 'e': 0.22024824112705108}",20,11,17.603452125423473,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1515,False,"{'a': 0.001, 'e': 0.22002810297334574}",20,11,16.92907054131173,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1516,False,"{'a': 0.001, 'e': 0.21980818484776168}",25,5,-44.3834471914068,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
1517,False,"{'a': 0.001, 'e': 0.21958848653038082}",20,6,5.386377247330735,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1518,False,"{'a': 0.001, 'e': 0.21936900780150476}",20,13,12.441933744268827,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1519,False,"{'a': 0.001, 'e': 0.2191497484416548}",20,10,-3.3838403873143337,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1520,False,"{'a': 0.001, 'e': 0.2189307082315715}",35,23,13.95936011208678,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1521,False,"{'a': 0.001, 'e': 0.21871188695221475}",30,8,-27.885238984595826,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
1522,False,"{'a': 0.001, 'e': 0.21849328438476312}",25,12,24.78376167964805,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1523,False,"{'a': 0.001, 'e': 0.21827490031061414}",20,6,12.602949567765291,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1524,False,"{'a': 0.001, 'e': 0.2180567345113836}",20,8,0.5400778060450926,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1525,False,"{'a': 0.001, 'e': 0.21783878676890578}",20,14,10.253532704480037,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1526,False,"{'a': 0.001, 'e': 0.21762105686523284}",25,2,15.898884078551507,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1527,False,"{'a': 0.001, 'e': 0.21740354458263497}",20,9,12.397892461742048,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1528,False,"{'a': 0.001, 'e': 0.21718624970359973}",20,7,20.055532905917815,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1529,False,"{'a': 0.001, 'e': 0.21696917201083235}",30,0,39.52444496648768,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1530,False,"{'a': 0.001, 'e': 0.216752311287255}",30,20,-4.815040574410645,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1531,False,"{'a': 0.001, 'e': 0.21653566731600707}",30,6,4.307960110558803,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
1532,False,"{'a': 0.001, 'e': 0.21631923988044444}",25,3,28.469253560571033,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1533,False,"{'a': 0.001, 'e': 0.21610302876413975}",20,6,-18.05933254406404,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1534,False,"{'a': 0.001, 'e': 0.2158870337508818}",20,9,11.008929239551946,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1535,False,"{'a': 0.001, 'e': 0.21567125462467565}",20,8,-18.153603472982724,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1536,False,"{'a': 0.001, 'e': 0.21545569116974203}",30,23,12.38883502408095,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1537,False,"{'a': 0.001, 'e': 0.21524034317051757}",20,4,8.11858092306833,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1538,False,"{'a': 0.001, 'e': 0.21502521041165426}",25,17,13.040844234182467,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1539,False,"{'a': 0.001, 'e': 0.2148102926780192}",30,0,-41.347984172141814,"{0: 25, 1: 2, 2: 1, 3: 1, 4: 1}",0
1540,False,"{'a': 0.001, 'e': 0.21459558975469478}",25,19,5.974685896530914,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1541,False,"{'a': 0.001, 'e': 0.21438110142697794}",30,20,-2.8860481937539815,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1542,False,"{'a': 0.001, 'e': 0.21416682748038046}",30,12,20.242923980570033,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1543,False,"{'a': 0.001, 'e': 0.21395276770062824}",25,17,15.102458762525693,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1544,False,"{'a': 0.001, 'e': 0.2137389218736616}",20,6,-39.83049636188915,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1545,False,"{'a': 0.001, 'e': 0.2135252897856346}",25,13,9.48907525889669,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1546,False,"{'a': 0.001, 'e': 0.21331187122291523}",30,0,6.336123087214039,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
