trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3852,False,"{'a': 0.001, 'e': 0.021258467338261276}",20,14,11.654151929911585,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3853,False,"{'a': 0.001, 'e': 0.021237219496614494}",20,12,12.834467449887931,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3854,False,"{'a': 0.001, 'e': 0.021215992892188968}",25,14,18.379045170950338,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3855,False,"{'a': 0.001, 'e': 0.02119478750375811}",25,11,14.883870381137573,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3856,False,"{'a': 0.001, 'e': 0.02117360331011653}",25,7,29.457784931750762,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3857,False,"{'a': 0.001, 'e': 0.021152440290080017}",30,21,20.49121096439384,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3858,False,"{'a': 0.001, 'e': 0.02113129842248555}",20,4,27.71977067208783,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3859,False,"{'a': 0.001, 'e': 0.021110177686191275}",25,12,21.22270636922351,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3860,False,"{'a': 0.001, 'e': 0.021089078060076445}",25,17,13.907108923644492,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3861,False,"{'a': 0.001, 'e': 0.021067999523041434}",30,19,20.799375295589286,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3862,False,"{'a': 0.001, 'e': 0.02104694205400769}",25,17,14.508712251141066,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3863,False,"{'a': 0.001, 'e': 0.021025905631917766}",30,21,17.236424467907277,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3864,False,"{'a': 0.001, 'e': 0.021004890235735225}",25,11,27.475492120906964,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3865,False,"{'a': 0.001, 'e': 0.02098389584444467}",30,24,12.920644955565637,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3866,False,"{'a': 0.001, 'e': 0.0209629224370517}",25,19,-2.472389753037505,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
3867,False,"{'a': 0.001, 'e': 0.02094196999258292}",20,14,10.014759988325354,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3868,False,"{'a': 0.001, 'e': 0.020921038490085878}",20,2,27.233326257953962,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3869,False,"{'a': 0.001, 'e': 0.020900127908629072}",20,12,11.334242492852635,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3870,False,"{'a': 0.001, 'e': 0.020879238227301908}",25,15,16.390500506663717,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3871,False,"{'a': 0.001, 'e': 0.02085836942521472}",20,13,13.412223194867902,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3872,False,"{'a': 0.001, 'e': 0.020837521481498693}",20,14,11.454215172526858,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3873,False,"{'a': 0.001, 'e': 0.020816694375305884}",20,8,22.85007608579401,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3874,False,"{'a': 0.001, 'e': 0.020795888085809178}",20,7,24.049215967968273,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3875,False,"{'a': 0.001, 'e': 0.020775102592202298}",20,6,2.4973544868265707,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
3876,False,"{'a': 0.001, 'e': 0.020754337873699742}",25,18,12.831268192482149,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3877,False,"{'a': 0.001, 'e': 0.02073359390953679}",25,9,26.732318200173793,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3878,False,"{'a': 0.001, 'e': 0.020712870678969465}",20,9,19.04670633599187,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3879,False,"{'a': 0.001, 'e': 0.020692168161274557}",35,2,57.98325832705807,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 0}",1
3880,False,"{'a': 0.001, 'e': 0.02067148633574953}",20,5,27.417030888002103,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3881,False,"{'a': 0.001, 'e': 0.020650825181712566}",20,12,16.862483492594755,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3882,False,"{'a': 0.001, 'e': 0.020630184678502493}",20,0,27.151357160325386,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3883,False,"{'a': 0.001, 'e': 0.020609564805478826}",25,9,27.547785616435625,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3884,False,"{'a': 0.001, 'e': 0.020588965542021685}",25,7,33.59676290490934,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3885,False,"{'a': 0.001, 'e': 0.0205683868675318}",25,18,14.359314328501299,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3886,False,"{'a': 0.001, 'e': 0.02054782876143049}",20,11,14.222250290614154,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3887,False,"{'a': 0.001, 'e': 0.02052729120315966}",20,15,9.85408831169868,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3888,False,"{'a': 0.001, 'e': 0.020506774172181743}",30,21,17.45147527158243,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3889,False,"{'a': 0.001, 'e': 0.020486277647979705}",25,10,28.21381961115471,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3890,False,"{'a': 0.001, 'e': 0.020465801610057018}",30,14,25.197227034280832,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
3891,False,"{'a': 0.001, 'e': 0.020445346037937653}",20,2,32.91432381513354,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3892,False,"{'a': 0.001, 'e': 0.020424910911166032}",25,4,33.914969759351955,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
3893,False,"{'a': 0.001, 'e': 0.02040449620930702}",30,23,13.596325627774243,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3894,False,"{'a': 0.001, 'e': 0.020384101911945913}",35,22,5.594960619370076,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
3895,False,"{'a': 0.001, 'e': 0.020363727998688425}",20,2,26.112725047132532,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3896,False,"{'a': 0.001, 'e': 0.020343374449160633}",25,13,22.706208536371463,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3897,False,"{'a': 0.001, 'e': 0.020323041243008984}",25,14,19.210473196569318,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3898,False,"{'a': 0.001, 'e': 0.02030272835990026}",30,16,25.83308899932795,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3899,False,"{'a': 0.001, 'e': 0.0202824357795216}",20,14,10.200000861499745,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3900,False,"{'a': 0.001, 'e': 0.02026216348158041}",25,14,18.719032548999117,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3901,False,"{'a': 0.001, 'e': 0.02024191144580439}",25,11,27.406623817297422,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3902,False,"{'a': 0.001, 'e': 0.020221679651941493}",20,13,10.31448144296202,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3903,False,"{'a': 0.001, 'e': 0.020201468079759942}",20,14,13.079581704396363,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3904,False,"{'a': 0.001, 'e': 0.020181276709048155}",25,15,16.492615973736065,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3905,False,"{'a': 0.001, 'e': 0.02016110551961476}",25,20,8.947850924790174,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3906,False,"{'a': 0.001, 'e': 0.02014095449128855}",25,19,8.71853561939124,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3907,False,"{'a': 0.001, 'e': 0.020120823603918526}",20,16,6.9399110315448524,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3908,False,"{'a': 0.001, 'e': 0.020100712837373778}",20,2,25.625244497813163,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3909,False,"{'a': 0.001, 'e': 0.020080622171543543}",25,1,38.46753719761328,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
3910,False,"{'a': 0.001, 'e': 0.020060551586337145}",20,8,20.17542132286488,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3911,False,"{'a': 0.001, 'e': 0.020040501061684014}",20,6,20.33900546822709,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3912,False,"{'a': 0.001, 'e': 0.020020470577533613}",20,12,13.526646371596785,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3913,False,"{'a': 0.001, 'e': 0.02000046011385546}",20,12,14.648439780204814,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3914,False,"{'a': 0.001, 'e': 0.019980469650639078}",20,14,11.876163090516009,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3915,False,"{'a': 0.001, 'e': 0.01996049916789402}",25,16,17.525293515210024,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3916,False,"{'a': 0.001, 'e': 0.019940548645649796}",20,10,17.570764801168547,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3917,False,"{'a': 0.001, 'e': 0.019920618063955876}",20,14,9.953381463827096,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3918,False,"{'a': 0.001, 'e': 0.019900707402881673}",25,20,11.376781037033904,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3919,False,"{'a': 0.001, 'e': 0.01988081664251654}",20,10,19.11980452768929,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3920,False,"{'a': 0.001, 'e': 0.019860945762969703}",20,8,14.454505901900422,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3921,False,"{'a': 0.001, 'e': 0.019841094744370288}",30,20,19.645208548895905,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3922,False,"{'a': 0.001, 'e': 0.01982126356686726}",20,13,13.43223962670027,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3923,False,"{'a': 0.001, 'e': 0.019801452210629462}",30,22,13.970829284864312,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3924,False,"{'a': 0.001, 'e': 0.019781660655845523}",20,10,7.362104574393084,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3925,False,"{'a': 0.001, 'e': 0.019761888882723885}",35,21,28.130467782848996,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3926,False,"{'a': 0.001, 'e': 0.019742136871492774}",30,16,21.872885257613547,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3927,False,"{'a': 0.001, 'e': 0.019722404602400184}",25,11,24.543688817763474,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3928,False,"{'a': 0.001, 'e': 0.01970269205571384}",25,7,26.24752830302068,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3929,False,"{'a': 0.001, 'e': 0.019682999211721196}",25,0,34.87244696499053,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3930,False,"{'a': 0.001, 'e': 0.019663326050729395}",25,15,20.161070652466645,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3931,False,"{'a': 0.001, 'e': 0.019643672553065292}",20,9,15.112068823399127,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3932,False,"{'a': 0.001, 'e': 0.019624038699075377}",25,18,15.211629166768956,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3933,False,"{'a': 0.001, 'e': 0.0196044244691258}",30,12,32.75510281398053,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3934,False,"{'a': 0.001, 'e': 0.019584829843602315}",35,19,28.333257881504252,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3935,False,"{'a': 0.001, 'e': 0.019565254802910312}",20,9,19.819686828589596,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3936,False,"{'a': 0.001, 'e': 0.019545699327474745}",30,14,25.817922252232307,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3937,False,"{'a': 0.001, 'e': 0.019526163397740135}",20,11,17.207735985830027,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3938,False,"{'a': 0.001, 'e': 0.01950664699417054}",25,13,20.74168643578036,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3939,False,"{'a': 0.001, 'e': 0.01948715009724957}",35,23,22.604129924388616,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3940,False,"{'a': 0.001, 'e': 0.019467672687480328}",20,14,8.667110347820786,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3941,False,"{'a': 0.001, 'e': 0.01944821474538539}",30,7,37.379715842013674,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3942,False,"{'a': 0.001, 'e': 0.019428776251506814}",20,15,8.842870942278815,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3943,False,"{'a': 0.001, 'e': 0.019409357186406115}",20,12,17.70063005959905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3944,False,"{'a': 0.001, 'e': 0.01938995753066422}",20,13,14.803357856945766,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3945,False,"{'a': 0.001, 'e': 0.01937057726488147}",20,8,9.549980078119496,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
3946,False,"{'a': 0.001, 'e': 0.01935121636967759}",25,11,24.4795962830301,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3947,False,"{'a': 0.001, 'e': 0.019331874825691705}",30,23,14.559671569604854,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3948,False,"{'a': 0.001, 'e': 0.019312552613582255}",20,16,9.212798362301605,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3949,False,"{'a': 0.001, 'e': 0.019293249714027027}",30,18,19.416169309336915,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3950,False,"{'a': 0.001, 'e': 0.01927396610772311}",20,16,8.162628498688065,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3951,False,"{'a': 0.001, 'e': 0.01925470177538692}",20,5,13.742297753445708,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
3952,False,"{'a': 0.001, 'e': 0.01923545669775411}",20,7,24.359883707619176,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3953,False,"{'a': 0.001, 'e': 0.019216230855579598}",20,12,14.17479587205019,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3954,False,"{'a': 0.001, 'e': 0.019197024229637535}",20,11,16.09595857392854,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3955,False,"{'a': 0.001, 'e': 0.01917783680072131}",30,17,22.28149247235125,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3956,False,"{'a': 0.001, 'e': 0.019158668549643484}",35,22,26.834430578898825,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3957,False,"{'a': 0.001, 'e': 0.019139519457235805}",20,14,9.300901291431266,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3958,False,"{'a': 0.001, 'e': 0.019120389504349168}",20,15,10.598070719713823,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3959,False,"{'a': 0.001, 'e': 0.019101278671853638}",25,11,27.89842077989401,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3960,False,"{'a': 0.001, 'e': 0.01908218694063837}",30,16,26.06361787599293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3961,False,"{'a': 0.001, 'e': 0.019063114291611637}",25,0,27.45186750540729,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
3962,False,"{'a': 0.001, 'e': 0.019044060705700774}",30,17,22.534101518179845,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3963,False,"{'a': 0.001, 'e': 0.01902502616385221}",20,12,11.865549221335764,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3964,False,"{'a': 0.001, 'e': 0.019006010647031397}",30,14,25.61766800610551,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3965,False,"{'a': 0.001, 'e': 0.018987014136222814}",20,13,11.424177860678633,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3966,False,"{'a': 0.001, 'e': 0.01896803661242994}",30,20,16.45252505661019,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3967,False,"{'a': 0.001, 'e': 0.01894907805667527}",25,7,29.55572295554219,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3968,False,"{'a': 0.001, 'e': 0.018930138450000234}",20,10,19.20149318116651,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3969,False,"{'a': 0.001, 'e': 0.018911217773465227}",20,0,-11.792703697035513,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
3970,False,"{'a': 0.001, 'e': 0.01889231600814957}",20,15,8.869821984288876,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3971,False,"{'a': 0.001, 'e': 0.018873433135151486}",20,6,27.309888187538892,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3972,False,"{'a': 0.001, 'e': 0.01885456913558812}",20,11,15.191049389285885,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3973,False,"{'a': 0.001, 'e': 0.018835723990595455}",30,11,29.804797286101127,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3974,False,"{'a': 0.001, 'e': 0.018816897681328357}",20,15,10.604148850185728,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3975,False,"{'a': 0.001, 'e': 0.018798090188960496}",35,20,24.834943618262677,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3976,False,"{'a': 0.001, 'e': 0.0187793014946844}",30,14,33.176806912336204,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3977,False,"{'a': 0.001, 'e': 0.018760531579711363}",25,11,24.113161116320594,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3978,False,"{'a': 0.001, 'e': 0.01874178042527147}",35,26,15.97785245798874,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3979,False,"{'a': 0.001, 'e': 0.018723048012613555}",25,10,26.94329046955492,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3980,False,"{'a': 0.001, 'e': 0.018704334323005223}",25,17,13.643350149451171,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3981,False,"{'a': 0.001, 'e': 0.018685639337732773}",20,0,32.200946158076555,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3982,False,"{'a': 0.001, 'e': 0.018666963038101215}",20,10,5.9570561616657605,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3983,False,"{'a': 0.001, 'e': 0.018648305405434242}",25,15,19.24859877790087,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3984,False,"{'a': 0.001, 'e': 0.01862966642107424}",25,12,27.533857320981582,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3985,False,"{'a': 0.001, 'e': 0.01861104606638221}",25,6,28.21505771002886,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3986,False,"{'a': 0.001, 'e': 0.018592444322737798}",20,14,5.563227635570898,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
3987,False,"{'a': 0.001, 'e': 0.01857386117153925}",25,14,20.458587889690925,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3988,False,"{'a': 0.001, 'e': 0.01855529659420343}",35,23,11.11655857796536,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3989,False,"{'a': 0.001, 'e': 0.018536750572165746}",30,16,14.054357239523632,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
3990,False,"{'a': 0.001, 'e': 0.018518223086880184}",30,10,30.564133186947508,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3991,False,"{'a': 0.001, 'e': 0.018499714119819242}",20,7,-23.479963418249636,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
3992,False,"{'a': 0.001, 'e': 0.01848122365247397}",20,9,20.149606351409837,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3993,False,"{'a': 0.001, 'e': 0.018462751666353888}",20,9,23.014316339557983,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3994,False,"{'a': 0.001, 'e': 0.018444298142987012}",20,14,13.985218720658876,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3995,False,"{'a': 0.001, 'e': 0.01842586306391981}",25,16,16.06053362303971,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3996,False,"{'a': 0.001, 'e': 0.018407446410717215}",30,23,16.050802714600135,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3997,False,"{'a': 0.001, 'e': 0.018389048164962566}",20,0,29.607717879772814,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3998,False,"{'a': 0.001, 'e': 0.01837066830825761}",30,21,15.315705757258241,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3999,False,"{'a': 0.001, 'e': 0.01835230682222249}",20,12,16.07091371731976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4000,False,"{'a': 0.001, 'e': 0.018333963688495727}",20,10,20.409186174189244,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4001,False,"{'a': 0.001, 'e': 0.01831563888873418}",25,14,20.502884021755914,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4002,False,"{'a': 0.001, 'e': 0.01829733240461304}",20,16,4.857444486593728,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4003,False,"{'a': 0.001, 'e': 0.018279044217825845}",25,10,21.670630798590775,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4004,False,"{'a': 0.001, 'e': 0.01826077431008438}",20,12,13.7476601469242,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4005,False,"{'a': 0.001, 'e': 0.01824252266311874}",35,27,17.84475947068485,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4006,False,"{'a': 0.001, 'e': 0.018224289258677303}",25,8,27.05511993457186,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4007,False,"{'a': 0.001, 'e': 0.01820607407852663}",25,11,23.433883540028564,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4008,False,"{'a': 0.001, 'e': 0.018187877104451564}",25,15,18.368248452460822,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4009,False,"{'a': 0.001, 'e': 0.0181696983182551}",20,16,8.102522794380365,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4010,False,"{'a': 0.001, 'e': 0.018151537701758473}",20,2,27.49494726348458,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4011,False,"{'a': 0.001, 'e': 0.018133395236801075}",20,14,14.238384367047507,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4012,False,"{'a': 0.001, 'e': 0.01811527090524041}",25,6,18.35954861298251,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
4013,False,"{'a': 0.001, 'e': 0.018097164688952158}",20,9,20.13625746280842,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4014,False,"{'a': 0.001, 'e': 0.01807907656983012}",25,11,25.638707570985815,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4015,False,"{'a': 0.001, 'e': 0.018061006529786143}",20,10,14.856215015337225,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4016,False,"{'a': 0.001, 'e': 0.018042954550750216}",30,18,24.420397109904272,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4017,False,"{'a': 0.001, 'e': 0.01802492061467033}",20,7,19.75858046695739,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4018,False,"{'a': 0.001, 'e': 0.018006904703512558}",25,20,10.906303585159495,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4019,False,"{'a': 0.001, 'e': 0.017988906799261007}",20,14,15.178989289610799,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4020,False,"{'a': 0.001, 'e': 0.017970926883917736}",25,17,16.157519907239287,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4021,False,"{'a': 0.001, 'e': 0.01795296493950285}",30,20,19.03313550835028,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4022,False,"{'a': 0.001, 'e': 0.017935020948054412}",20,0,30.809087678043106,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4023,False,"{'a': 0.001, 'e': 0.017917094891628405}",30,10,25.18576030385047,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
4024,False,"{'a': 0.001, 'e': 0.017899186752298794}",25,8,27.99383190122053,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4025,False,"{'a': 0.001, 'e': 0.017881296512157415}",30,12,36.90671674137687,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4026,False,"{'a': 0.001, 'e': 0.017863424153314034}",20,8,23.809779144315115,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4027,False,"{'a': 0.001, 'e': 0.017845569657896316}",20,14,12.796066227353458,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4028,False,"{'a': 0.001, 'e': 0.017827733008049722}",20,7,24.46779196004566,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4029,False,"{'a': 0.001, 'e': 0.017809914185937626}",20,2,25.78530375610535,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4030,False,"{'a': 0.001, 'e': 0.017792113173741214}",20,10,18.590513142282784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4031,False,"{'a': 0.001, 'e': 0.01777432995365944}",20,13,11.056743028257983,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4032,False,"{'a': 0.001, 'e': 0.017756564507909123}",25,20,8.065429975180777,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4033,False,"{'a': 0.001, 'e': 0.017738816818724773}",25,18,11.11295625202128,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4034,False,"{'a': 0.001, 'e': 0.017721086868358722}",20,16,7.5200557548284515,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
